,Date,Daily Max 1-hour SO2 Concentration,mag,Distance
502,730622.0,3.0,0.0,
503,730623.0,212.16666666666666,0.0,
504,730624.0,89.5,0.0,
505,730625.0,6.833333333333333,0.0,
506,730626.0,1.8333333333333333,0.0,
507,730627.0,17.333333333333332,0.0,
508,730628.0,2.6666666666666665,0.0,
509,730629.0,2.0,0.0,
510,730630.0,1.6666666666666667,0.0,
511,730631.0,1.5,0.0,
512,730632.0,1.6666666666666667,0.0,
513,730633.0,158.0,0.0,
514,730634.0,62.166666666666664,0.0,
515,730635.0,134.33333333333334,0.0,
516,730636.0,1.8333333333333333,0.0,
517,730637.0,1.1666666666666667,0.0,
518,730638.0,0.8333333333333334,0.0,
519,730639.0,0.8333333333333334,0.0,
520,730640.0,1.1666666666666667,0.0,
521,730641.0,1.1666666666666667,0.0,
522,730642.0,1.3333333333333333,0.0,
523,730643.0,1.1666666666666667,0.0,
524,730644.0,1.0,0.0,
525,730645.0,1.1666666666666667,0.0,
526,730646.0,1.0,0.0,
527,730647.0,0.6666666666666666,0.0,
528,730648.0,1.1666666666666667,0.0,
529,730649.0,1.0,0.0,
530,730650.0,81.33333333333333,0.0,
531,730651.0,1.3333333333333333,0.0,
532,730652.0,1.5,0.0,
533,730653.0,1.0,0.0,
534,730654.0,1.0,0.0,
535,730655.0,0.8333333333333334,0.0,
536,730656.0,0.8333333333333334,0.0,
537,730657.0,1.0,0.0,
538,730658.0,0.8333333333333334,0.0,
539,730659.0,0.8333333333333334,0.0,
540,730660.0,1.1666666666666667,0.0,
541,730661.0,87.66666666666667,0.0,
542,730662.0,1.1666666666666667,0.0,
543,730663.0,1.8333333333333333,0.0,
544,730664.0,1.0,0.0,
545,730665.0,78.83333333333333,0.0,
546,730666.0,23.166666666666668,0.0,
547,730667.0,110.0,0.0,
548,730668.0,17.5,0.0,
549,730669.0,3.0,0.0,
550,730670.0,9.0,0.0,
551,730671.0,2.6666666666666665,0.0,
552,730672.0,1.0,0.0,
553,730673.0,0.8333333333333334,0.0,
554,730674.0,9.666666666666666,0.0,
555,730675.0,3.0,0.0,
556,730676.0,0.8333333333333334,0.0,
557,730677.0,1.0,0.0,
558,730678.0,1.5,0.0,
559,730679.0,1.0,0.0,
560,730680.0,3.0,0.0,
561,730681.0,3.8333333333333335,0.0,
562,730682.0,1.0,0.0,
563,730683.0,1.0,0.0,
564,730684.0,1.1666666666666667,0.0,
565,730685.0,0.8333333333333334,0.0,
566,730686.0,1.0,0.0,
567,730687.0,1.1666666666666667,0.0,
568,730688.0,1.3333333333333333,0.0,
569,730689.0,2.1666666666666665,0.0,
570,730690.0,1.2,0.0,
571,730691.0,2.0,0.0,
572,730692.0,2.8333333333333335,0.0,
573,730693.0,9.833333333333334,0.0,
574,730694.0,2.6666666666666665,0.0,
575,730695.0,1.3333333333333333,0.0,
576,730696.0,1.5,0.0,
577,730697.0,1.0,0.0,
578,730698.0,1.4,0.0,
579,730699.0,2.0,0.0,
580,730700.0,1.3333333333333333,0.0,
581,730701.0,1.0,0.0,
582,730702.0,1.2,0.0,
583,730703.0,2.0,0.0,
584,730704.0,3.0,0.0,
585,730705.0,1.8333333333333333,0.0,
586,730706.0,1.6666666666666667,0.0,
587,730707.0,1.1666666666666667,0.0,
588,730708.0,1.3333333333333333,4.5,143.6900353654306
589,730709.0,1.1666666666666667,0.0,
590,730710.0,1.0,0.0,
591,730711.0,1.1666666666666667,0.0,
592,730712.0,0.8333333333333334,0.0,
593,730713.0,1.1666666666666667,0.0,
594,730714.0,0.8333333333333334,0.0,
595,730715.0,0.6666666666666666,0.0,
596,730716.0,0.8333333333333334,0.0,
597,730717.0,0.8333333333333334,0.0,
598,730718.0,1.2,0.0,
599,730719.0,2.3333333333333335,0.0,
600,730720.0,1.3333333333333333,0.0,
601,730721.0,1.0,0.0,
602,730722.0,11.833333333333334,0.0,
603,730723.0,54.0,0.0,
604,730724.0,169.83333333333334,0.0,
605,730725.0,2.1666666666666665,0.0,
606,730726.0,0.6666666666666666,0.0,
607,730727.0,1.3333333333333333,0.0,
608,730728.0,0.8333333333333334,0.0,
609,730729.0,0.8333333333333334,0.0,
610,730730.0,1.8333333333333333,0.0,
611,730731.0,0.8333333333333334,0.0,
612,730732.0,1.1666666666666667,0.0,
613,730733.0,3.0,0.0,
614,730734.0,3.5,0.0,
615,730735.0,5.5,0.0,
616,730736.0,6.0,0.0,
617,730737.0,5.2,0.0,
618,730738.0,2.2,0.0,
619,730739.0,10.4,0.0,
620,730740.0,1.4,0.0,
621,730741.0,1.6,0.0,
622,730742.0,135.0,0.0,
623,730743.0,143.83333333333334,0.0,
624,730744.0,1.3333333333333333,0.0,
625,730745.0,1.5,0.0,
626,730746.0,1.4,0.0,
627,730747.0,1.6,0.0,
628,730748.0,1.2,0.0,
629,730749.0,1.4,0.0,
630,730750.0,1.0,0.0,
631,730751.0,1.0,0.0,
632,730752.0,1.4,0.0,
633,730753.0,1.0,0.0,
634,730754.0,1.2,0.0,
635,730755.0,1.6666666666666667,0.0,
636,730756.0,1.0,0.0,
637,730757.0,1.0,0.0,
638,730758.0,1.1666666666666667,0.0,
639,730759.0,29.666666666666668,0.0,
640,730760.0,99.5,0.0,
641,730761.0,82.33333333333333,0.0,
642,730762.0,1.6666666666666667,0.0,
643,730763.0,1.2,0.0,
644,730764.0,1.0,0.0,
645,730765.0,0.8333333333333334,0.0,
646,730766.0,0.8333333333333334,0.0,
647,730767.0,1.5,0.0,
648,730768.0,1.2,0.0,
649,730769.0,6.333333333333333,0.0,
650,730770.0,1.1666666666666667,0.0,
651,730771.0,0.8333333333333334,0.0,
652,730772.0,2.0,0.0,
653,730773.0,2.6666666666666665,0.0,
654,730774.0,1.4,0.0,
655,730775.0,1.8,0.0,
656,730776.0,1.6,0.0,
657,730777.0,1.6,0.0,
658,730778.0,1.4,0.0,
659,730779.0,1.1666666666666667,0.0,
660,730780.0,1.4,0.0,
661,730781.0,45.75,0.0,
662,730782.0,120.0,0.0,
663,730783.0,1.2,0.0,
664,730784.0,5.25,0.0,
665,730785.0,0.75,0.0,
666,730786.0,0.75,0.0,
667,730787.0,0.75,0.0,
668,730788.0,0.8,0.0,
669,730789.0,0.6,0.0,
670,730790.0,0.8,0.0,
671,730791.0,0.8,0.0,
672,730792.0,0.6666666666666666,0.0,
673,730793.0,0.6666666666666666,0.0,
674,730794.0,1.5,0.0,
675,730795.0,1.5,0.0,
676,730796.0,43.0,0.0,
677,730797.0,1.1666666666666667,0.0,
678,730798.0,1.1666666666666667,0.0,
679,730799.0,1.1666666666666667,0.0,
680,730800.0,1.4,0.0,
681,730801.0,1.3333333333333333,0.0,
682,730802.0,45.5,0.0,
683,730803.0,2.6666666666666665,0.0,
684,730804.0,44.8,0.0,
685,730805.0,75.83333333333333,0.0,
686,730806.0,65.6,0.0,
687,730807.0,173.6,0.0,
688,730808.0,174.2,0.0,
689,730809.0,16.666666666666668,0.0,
690,730810.0,10.0,0.0,
691,730811.0,264.0,0.0,
692,730812.0,124.66666666666667,0.0,
693,730813.0,73.66666666666667,0.0,
694,730814.0,85.2,0.0,
695,730815.0,50.6,0.0,
696,730816.0,9.5,0.0,
697,730817.0,106.16666666666667,0.0,
698,730818.0,0.8,0.0,
699,730819.0,1.1666666666666667,0.0,
700,730820.0,1.3333333333333333,0.0,
701,730821.0,1.1666666666666667,0.0,
702,730822.0,1.3333333333333333,0.0,
703,730823.0,1.1666666666666667,0.0,
704,730824.0,1.1666666666666667,0.0,
705,730825.0,1.0,0.0,
706,730826.0,1.0,0.0,
707,730827.0,0.6666666666666666,0.0,
708,730828.0,1.0,0.0,
709,730829.0,1.1666666666666667,0.0,
710,730830.0,0.8333333333333334,0.0,
711,730831.0,1.1666666666666667,0.0,
712,730832.0,1.0,0.0,
713,730833.0,1.1666666666666667,0.0,
714,730834.0,0.8333333333333334,0.0,
715,730835.0,0.8333333333333334,0.0,
716,730836.0,0.6666666666666666,0.0,
717,730837.0,1.0,0.0,
718,730838.0,0.6666666666666666,0.0,
719,730839.0,0.8333333333333334,0.0,
720,730840.0,1.0,0.0,
721,730841.0,61.666666666666664,0.0,
722,730842.0,0.8333333333333334,0.0,
723,730843.0,20.166666666666668,0.0,
724,730844.0,21.333333333333332,0.0,
725,730845.0,26.333333333333332,0.0,
726,730846.0,57.5,0.0,
727,730847.0,39.833333333333336,0.0,
728,730848.0,64.0,0.0,
729,730849.0,39.0,0.0,
730,730850.0,51.6,0.0,
731,730851.0,42.166666666666664,0.0,
732,730852.0,26.666666666666668,0.0,
733,730853.0,27.833333333333332,0.0,
734,730854.0,36.333333333333336,0.0,
735,730855.0,91.5,0.0,
736,730856.0,14.5,0.0,
737,730857.0,60.666666666666664,0.0,
738,730858.0,35.333333333333336,0.0,
739,730859.0,109.5,0.0,
740,730860.0,4.333333333333333,0.0,
741,730861.0,8.833333333333334,0.0,
742,730862.0,22.0,0.0,
743,730863.0,0.5,0.0,
744,730864.0,32.5,0.0,
745,730865.0,0.8333333333333334,0.0,
746,730866.0,0.6666666666666666,0.0,
747,730867.0,0.3333333333333333,0.0,
748,730868.0,0.3333333333333333,0.0,
749,730869.0,0.5,0.0,
750,730870.0,0.4,0.0,
751,730871.0,21.666666666666668,0.0,
752,730872.0,136.83333333333334,0.0,
753,730873.0,63.333333333333336,0.0,
754,730874.0,60.833333333333336,0.0,
755,730875.0,1.1666666666666667,0.0,
756,730876.0,1.4,0.0,
757,730877.0,0.6666666666666666,0.0,
758,730878.0,80.16666666666667,0.0,
759,730879.0,20.833333333333332,0.0,
760,730880.0,112.66666666666667,0.0,
761,730881.0,27.5,0.0,
762,730882.0,0.8333333333333334,0.0,
763,730883.0,1.3333333333333333,0.0,
764,730884.0,104.16666666666667,0.0,
765,730885.0,1.8333333333333333,0.0,
766,730886.0,1.0,0.0,
767,730887.0,20.0,0.0,
768,730888.0,20.833333333333332,0.0,
769,730889.0,17.166666666666668,0.0,
770,730890.0,0.4,0.0,
771,730891.0,0.5,0.0,
772,730892.0,0.75,0.0,
773,730893.0,0.5,0.0,
774,730894.0,1.6,0.0,
775,730895.0,2.2,0.0,
776,730896.0,2.6,0.0,
777,730897.0,2.6,0.0,
778,730898.0,2.4,0.0,
779,730899.0,59.2,0.0,
780,730900.0,41.4,0.0,
781,730901.0,11.4,0.0,
782,730902.0,3.0,0.0,
783,730903.0,2.5,0.0,
784,730904.0,4.5,0.0,
785,730905.0,0.5,0.0,
786,730906.0,0.5,0.0,
787,730907.0,0.5,0.0,
788,730908.0,0.8,0.0,
789,730909.0,1.2,0.0,
790,730910.0,5.0,0.0,
791,730911.0,2.4,0.0,
792,730912.0,1.2,0.0,
793,730913.0,1.0,0.0,
794,730914.0,0.4,0.0,
795,730915.0,26.8,0.0,
796,730916.0,42.8,0.0,
797,730917.0,22.0,0.0,
798,730918.0,1.0,0.0,
799,730919.0,0.8,0.0,
800,730920.0,2.8,0.0,
801,730921.0,53.2,0.0,
802,730922.0,49.0,0.0,
803,730923.0,16.0,0.0,
804,730924.0,1.2,0.0,
805,730925.0,23.8,0.0,
806,730926.0,1.75,0.0,
807,730927.0,0.5,0.0,
808,730928.0,0.6,0.0,
